probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YBR109C	1.093035e+01	1.817432e+01	1.468625e+01	1.721241e+01	1.699323e+01	1.658947e+01	1.360938e+01	1.190198e+01	1.293281e+01	9.969372e+00	9.888987e+00	1.171586e+01	
YBR115C	5.021696e+00	1.926340e+00	4.447467e+00	4.434879e+00	5.285792e+00	6.914521e+00	7.562395e+00	1.161010e+01	1.114863e+01	7.057453e+00	6.980141e+00	6.511965e+00	
YBR117C	3.114928e-01	1.040906e+01	1.525788e+01	1.776536e+01	1.474119e+01	1.585989e+01	1.349525e+01	6.724076e+00	5.731220e-01	2.842404e-01	3.177924e-01	2.382813e-01	
YBR119W	1.844587e+00	2.516985e+00	3.655533e+00	3.452213e+00	3.470613e+00	3.889528e+00	3.181026e+00	2.371222e+00	2.783914e+00	2.291029e+00	1.977763e+00	1.929419e+00	
YBR120C	4.581294e+00	2.470150e+00	1.932063e+00	1.385047e+00	1.146969e+00	1.290510e+00	1.103439e+00	1.122823e+00	2.697929e+00	4.933593e+00	4.638920e+00	5.423223e+00	
YBR121C	7.795297e+00	5.602150e+00	7.076923e+00	6.433030e+00	6.103136e+00	6.858357e+00	6.553611e+00	1.189230e+01	1.501340e+01	1.137103e+01	1.025630e+01	1.206272e+01	
YBR122C	4.329671e+00	2.462206e+00	1.812666e+00	1.579453e+00	1.339340e+00	1.513719e+00	1.146273e+00	1.249855e+00	2.485339e+00	4.700570e+00	4.551957e+00	5.114869e+00	
YBR123C	2.614371e+00	2.428184e+00	2.995247e+00	2.487983e+00	2.111763e+00	2.020694e+00	2.071475e+00	1.889480e+00	2.135195e+00	2.425829e+00	2.773826e+00	2.828306e+00	
YBR125C	1.831493e+00	1.701984e+00	1.787064e+00	1.736300e+00	1.224938e+00	1.883465e+00	1.624416e+00	1.984606e+00	2.126130e+00	2.415481e+00	2.234673e+00	2.263544e+00	
YBR126C	1.388119e+01	2.583699e+01	2.241294e+01	1.958187e+01	1.450414e+01	1.592432e+01	1.599834e+01	7.300407e+00	8.319122e+00	9.092396e+00	6.579025e+00	6.736329e+00	
YBR128C	4.225894e-01	8.777048e-01	7.517693e-01	6.461942e-01	7.030500e-01	6.289182e-01	6.770391e-01	3.099487e-01	2.376033e-01	2.943385e-01	2.854856e-01	2.560954e-01	
YBR130C	2.840584e+00	2.732727e+00	2.258788e+00	1.837794e+00	1.726738e+00	1.825261e+00	2.279216e+00	2.645026e+00	3.125495e+00	2.624033e+00	2.805212e+00	2.701610e+00	
YBR133C	2.118948e+00	1.793266e+00	1.768894e+00	1.504752e+00	1.294331e+00	1.295163e+00	1.290452e+00	1.136601e+00	1.682555e+00	1.610752e+00	2.201181e+00	2.166018e+00	
YBR136W	9.465533e-01	1.175160e+00	1.083641e+00	1.262430e+00	1.236934e+00	1.207994e+00	1.224810e+00	8.260093e-01	6.369087e-01	6.252445e-01	5.275015e-01	7.054157e-01	
YBR137W	6.555318e+00	8.910749e+00	6.440576e+00	6.199752e+00	5.778359e+00	5.508040e+00	4.802385e+00	3.509842e+00	2.659007e+00	3.850190e+00	3.593532e+00	4.040065e+00	
YBR138C	6.726185e-01	9.229236e-01	6.944993e-01	5.227052e-01	3.566439e-01	3.129292e-01	2.821937e-01	2.157819e-01	1.726653e-01	2.531612e-01	3.063007e-01	3.986658e-01	
YBR139W	6.216131e+00	9.258955e+00	8.591899e+00	8.131124e+00	7.922349e+00	7.106058e+00	6.994452e+00	3.313391e+00	3.701041e+00	3.527880e+00	2.608044e+00	3.299349e+00	
YBR143C	6.754901e+00	4.707380e+00	5.721003e+00	5.447307e+00	5.953294e+00	5.789317e+00	6.384440e+00	1.378522e+01	1.594804e+01	8.213192e+00	6.881102e+00	8.285620e+00	
YBR146W	8.221528e+00	6.232005e+00	2.652753e+00	2.235649e+00	2.000896e+00	2.236422e+00	2.121018e+00	2.148606e+00	4.184927e+00	7.465810e+00	6.953564e+00	8.924469e+00	
YBR149W	9.377457e+00	1.596097e+01	2.454356e+01	1.910746e+01	1.436043e+01	1.624827e+01	1.230440e+01	1.010958e+01	5.288347e+00	6.527168e+00	7.214124e+00	6.666905e+00	
YBR155W	4.207298e-01	4.305858e-01	8.564645e-01	8.148396e-01	8.286064e-01	1.184048e+00	1.555339e+00	5.931797e+00	2.773240e+00	8.838140e-01	1.117903e+00	1.364604e+00	
YBR156C	3.251657e-01	3.198636e-01	3.141695e-01	2.427362e-01	1.802715e-01	2.448998e-01	1.488393e-01	2.002443e-01	1.498963e-01	5.348508e-01	5.550269e-01	5.719613e-01	
YBR158W	6.664401e-01	5.157901e+00	1.393492e+01	9.616584e+00	6.070943e+00	5.727040e+00	3.468003e+00	1.989536e+00	1.104008e+00	7.741421e-01	8.651459e-01	6.579717e-01	
YBR159W	1.181370e+01	1.053578e+01	9.305278e+00	7.722863e+00	6.575839e+00	6.583779e+00	6.820768e+00	6.493079e+00	7.976713e+00	9.346443e+00	9.375962e+00	8.778566e+00	
YBR160W	2.888698e+00	3.372378e+00	2.765045e+00	2.170763e+00	2.204272e+00	2.092306e+00	2.484790e+00	3.364170e+00	3.841042e+00	3.979694e+00	3.250359e+00	2.855657e+00	
YBR161W	7.375278e-01	8.088832e-01	1.063296e+00	1.090537e+00	1.181724e+00	1.256211e+00	1.255971e+00	8.740142e-01	4.558038e-01	7.796406e-01	6.930210e-01	6.577274e-01	
YBR162C	1.316925e+01	9.538542e+00	1.503806e+01	1.247334e+01	9.068807e+00	6.181839e+00	4.312650e+00	4.697310e+00	8.252832e+00	9.336954e+00	1.254784e+01	1.259441e+01	
YBR162W-A	4.186715e+00	3.164550e+00	3.882213e+00	2.924305e+00	2.694679e+00	2.852001e+00	2.574952e+00	4.086146e+00	5.181276e+00	4.981012e+00	5.085691e+00	5.553280e+00	
YBR167C	1.946631e+00	2.729157e+00	2.362969e+00	1.944299e+00	1.651521e+00	1.656970e+00	1.518723e+00	1.537177e+00	1.259251e+00	9.646827e-01	1.072228e+00	1.197840e+00	
YBR169C	3.815466e+00	1.111488e+01	1.236717e+01	1.872717e+01	2.188828e+01	1.996100e+01	2.115195e+01	1.141626e+01	4.783795e+00	5.089595e+00	3.652582e+00	2.683880e+00	
YBR172C	8.549952e-01	6.781962e-01	8.262510e-01	7.096511e-01	6.276612e-01	6.490296e-01	6.112091e-01	2.201220e+00	2.584413e+00	1.544697e+00	1.362836e+00	1.584584e+00	
YBR183W	3.317013e+00	5.016209e+00	5.881723e+00	4.837276e+00	3.528491e+00	3.558069e+00	2.704213e+00	1.682916e+00	1.335678e+00	1.419958e+00	1.810364e+00	1.973610e+00	
YBR187W	3.262103e+00	2.772481e+00	3.664539e+00	3.392423e+00	3.482193e+00	4.303325e+00	4.322883e+00	8.260248e+00	5.906147e+00	5.420196e+00	5.050694e+00	5.189372e+00	
YBR188C	9.092693e-01	9.661777e-01	1.245982e+00	1.179095e+00	1.128601e+00	1.396273e+00	1.256411e+00	1.391888e+00	1.156202e+00	1.354312e+00	1.108755e+00	1.113229e+00	
YBR192W	1.612901e+00	1.293781e+00	1.200971e+00	9.898941e-01	1.058873e+00	1.064438e+00	9.737108e-01	2.168230e+00	2.518908e+00	3.410467e+00	2.714245e+00	2.598054e+00	
YBR195C	1.953014e+00	2.243120e+00	2.427724e+00	2.008573e+00	1.847695e+00	1.889563e+00	2.338888e+00	2.736953e+00	2.766064e+00	2.229912e+00	2.280051e+00	2.386659e+00	
YBR196C	3.377046e+01	2.550517e+01	2.383529e+01	2.909926e+01	3.128005e+01	3.098913e+01	3.438765e+01	2.794735e+01	2.022764e+01	2.335947e+01	2.708394e+01	2.525389e+01	
YBR197C	5.862325e-01	5.765620e-01	6.067485e-01	7.290508e-01	7.402709e-01	8.711225e-01	9.256633e-01	1.362953e+00	7.086464e-01	5.637509e-01	5.821476e-01	5.744998e-01	
YBR202W	2.579393e+00	2.351558e+00	3.223795e+00	2.672596e+00	2.376205e+00	2.247066e+00	2.448599e+00	3.197303e+00	5.677669e+00	3.640260e+00	2.280484e+00	2.051530e+00	
YBR203W	4.523191e-01	6.964870e-01	5.109904e-01	4.377060e-01	3.766493e-01	3.710896e-01	3.021963e-01	2.181543e-01	2.087517e-01	1.303555e-01	2.134371e-01	2.534051e-01	
YBR205W	4.400686e+00	3.552469e+00	3.097953e+00	2.731526e+00	2.453612e+00	2.650056e+00	2.917733e+00	2.811961e+00	4.019837e+00	4.298767e+00	4.148859e+00	4.063238e+00	
YBR208C	3.922979e+00	2.016794e+00	2.442277e+00	3.581638e+00	4.489361e+00	3.860241e+00	4.892432e+00	9.032671e+00	2.478552e+01	6.800390e+00	1.752480e+00	3.258013e+00	
YBR211C	7.719733e-01	1.006098e+00	8.303418e-01	7.912002e-01	7.738940e-01	8.530653e-01	6.444349e-01	6.508525e-01	1.281663e+00	8.453593e-01	7.580299e-01	9.080521e-01	
YBR213W	3.721803e+00	8.282601e-01	1.440741e+00	1.267065e+00	1.470899e+00	1.817264e+00	2.370627e+00	6.547025e+00	6.764040e+00	4.408838e+00	4.866017e+00	5.018271e+00	
YBR214W	3.976196e+00	1.336171e+01	1.489969e+01	1.071302e+01	9.566718e+00	9.744519e+00	7.307504e+00	3.698077e+00	1.469641e+00	1.784215e+00	1.455311e+00	1.402418e+00	
YBR217W	5.279407e-01	6.739281e-01	9.876072e-01	8.985385e-01	7.924901e-01	1.063809e+00	8.720983e-01	5.534947e-01	4.174533e-01	4.231077e-01	5.540759e-01	4.949174e-01	
YBR221C	9.562332e+00	1.465246e+01	1.416295e+01	1.232899e+01	9.696898e+00	1.205269e+01	9.504322e+00	9.016779e+00	7.107368e+00	9.832814e+00	9.597899e+00	1.014437e+01	
YBR223C	1.172944e+00	1.072443e+00	1.255300e+00	1.290917e+00	1.259593e+00	1.390882e+00	1.589779e+00	1.047421e+00	8.213485e-01	9.943492e-01	9.054613e-01	8.319528e-01	
YBR225W	1.116776e+00	1.618592e+00	1.657930e+00	1.474355e+00	1.386713e+00	1.449854e+00	1.459906e+00	8.321909e-01	8.296418e-01	9.098444e-01	8.510417e-01	7.945970e-01	
YBR227C	7.355563e-01	6.737504e-01	8.065680e-01	8.100457e-01	7.739417e-01	9.049638e-01	9.472324e-01	1.473677e+00	9.389456e-01	8.199580e-01	9.467707e-01	9.359056e-01	
YBR229C	5.943616e-01	5.819957e-01	6.855550e-01	7.956606e-01	6.934971e-01	7.849373e-01	7.722867e-01	6.640057e-01	5.174116e-01	5.399817e-01	4.952399e-01	5.246620e-01	
YBR230C	3.553540e+01	5.426420e+01	4.982119e+01	4.227122e+01	3.806223e+01	3.195713e+01	3.037114e+01	1.960368e+01	1.894056e+01	1.602298e+01	1.534778e+01	1.566940e+01	
YBR231C	1.748470e+00	1.918420e+00	2.167955e+00	2.168097e+00	2.197943e+00	2.104570e+00	2.618106e+00	2.688005e+00	2.056558e+00	1.472647e+00	1.158882e+00	1.161898e+00	
YBR234C	6.301534e+00	6.562396e+00	6.993481e+00	6.029671e+00	5.111195e+00	4.770358e+00	4.739705e+00	3.937750e+00	5.501779e+00	5.176264e+00	4.010601e+00	4.345772e+00	
YBR243C	2.240712e+00	1.832965e+00	1.400738e+00	1.374877e+00	1.283618e+00	1.186455e+00	1.220135e+00	1.248026e+00	2.536921e+00	2.581772e+00	2.581004e+00	2.611545e+00	
YBR245C	1.658781e+00	1.289397e+00	1.243769e+00	1.176038e+00	1.067237e+00	1.174375e+00	1.050741e+00	1.735705e+00	2.146812e+00	2.125233e+00	1.449594e+00	1.758700e+00	
YBR249C	5.593107e+00	3.380030e+00	7.637472e+00	7.013750e+00	7.438862e+00	1.135718e+01	1.152662e+01	1.148695e+01	1.178866e+01	6.931657e+00	9.589785e+00	8.747494e+00	
YBR251W	2.111264e+00	1.305454e+00	1.054645e+00	9.329430e-01	7.139745e-01	8.526125e-01	6.929575e-01	6.947640e-01	1.193366e+00	2.310740e+00	2.184750e+00	2.421035e+00	
YBR252W	4.174858e+00	2.987468e+00	3.226337e+00	2.343834e+00	2.195020e+00	2.693361e+00	2.681752e+00	6.030262e+00	5.345884e+00	6.224355e+00	5.928006e+00	5.751551e+00	
YBR261C	2.931666e+00	1.704322e+00	1.952883e+00	1.621864e+00	1.982004e+00	1.529473e+00	2.560259e+00	6.640236e+00	5.349885e+00	3.122960e+00	3.408052e+00	3.292880e+00	
YBR270C	5.710454e-01	1.044990e+00	9.192099e-01	1.002283e+00	8.729647e-01	9.374316e-01	9.661665e-01	7.021752e-01	6.212621e-01	5.297375e-01	5.095193e-01	5.343791e-01	
YBR273C	3.028356e+00	4.091387e+00	4.069510e+00	4.017474e+00	3.797584e+00	3.646375e+00	3.489564e+00	2.459665e+00	3.635299e+00	2.721840e+00	1.887596e+00	2.176004e+00	
YBR274W	1.386068e+00	1.760879e+00	1.911187e+00	1.953211e+00	1.729671e+00	1.884793e+00	1.570251e+00	1.210011e+00	1.802245e+00	1.354459e+00	1.355042e+00	1.560505e+00	
YBR275C	1.183668e+00	5.795009e-01	4.499979e-01	4.259486e-01	4.706293e-01	5.310632e-01	5.744589e-01	7.130359e-01	1.057631e+00	1.429112e+00	1.493340e+00	1.297617e+00	
YBR278W	3.163985e+00	4.126179e+00	3.426969e+00	3.598376e+00	4.003029e+00	3.785233e+00	3.713140e+00	2.197293e+00	2.774376e+00	2.799691e+00	2.576626e+00	2.645756e+00	
YBR280C	4.522505e+00	8.066209e+00	7.571326e+00	7.002106e+00	6.444252e+00	7.358835e+00	6.361920e+00	3.279832e+00	2.944923e+00	2.425742e+00	1.603946e+00	1.784460e+00	
YBR281C	8.954837e-01	7.962757e-01	9.438498e-01	8.298421e-01	8.589266e-01	9.388333e-01	8.021842e-01	1.021804e+00	1.682894e+00	1.563992e+00	9.800437e-01	1.184998e+00	
YBR282W	6.279294e+00	3.562829e+00	2.528871e+00	1.805598e+00	1.765601e+00	1.740574e+00	1.566923e+00	1.850097e+00	4.220781e+00	6.111115e+00	4.716222e+00	6.064033e+00	
YBR285W	4.518315e+00	4.749873e+00	4.713207e+00	3.566962e+00	2.604862e+00	3.241513e+00	2.724006e+00	1.422634e+00	1.225796e+00	1.196932e+00	1.318467e+00	1.681308e+00	
YBR286W	2.048959e+01	3.610370e+01	4.845555e+01	4.065355e+01	3.387737e+01	3.589724e+01	3.476969e+01	2.552004e+01	1.912020e+01	1.766250e+01	1.554436e+01	1.372504e+01	
YBR289W	1.852702e+00	2.118305e+00	2.673530e+00	2.174910e+00	2.225161e+00	2.030685e+00	2.143351e+00	1.777816e+00	1.467050e+00	1.789837e+00	1.911125e+00	1.734175e+00	
YBR291C	1.768736e+00	6.741023e-01	1.179842e+00	1.172310e+00	1.146067e+00	1.491685e+00	2.539948e+00	1.426550e+01	1.601299e+01	6.622792e+00	5.381724e+00	4.509368e+00	
YBR298C	8.497150e+00	1.339685e+01	1.106357e+01	1.113870e+01	1.009409e+01	8.441735e+00	7.420250e+00	4.766925e+00	7.129222e+00	5.806795e+00	6.178807e+00	7.711258e+00	
YCL014W	7.367144e-01	6.791971e-01	4.958740e-01	4.241615e-01	2.907465e-01	3.398600e-01	3.793183e-01	4.584047e-01	4.527403e-01	3.915416e-01	6.030378e-01	6.551735e-01	
YCL016C	8.539003e-01	8.235424e-01	1.040625e+00	8.560188e-01	8.528435e-01	9.176078e-01	1.105066e+00	1.179857e+00	1.522510e+00	1.122928e+00	9.819231e-01	1.000512e+00	
YCL017C	7.562041e+00	5.727474e+00	5.525244e+00	5.093650e+00	5.181844e+00	5.173496e+00	5.782178e+00	6.307661e+00	7.601822e+00	6.680072e+00	6.242653e+00	6.956827e+00	
YCL018W	2.110655e+01	8.641571e+00	9.485108e+00	7.255859e+00	6.775849e+00	6.402423e+00	8.402410e+00	2.349141e+01	2.440078e+01	2.447426e+01	2.242295e+01	2.028090e+01	
YCL024W	6.459565e-01	4.189057e-01	3.841655e-01	3.447249e-01	4.440659e-01	4.662804e-01	5.351025e-01	2.868054e-01	1.040792e+00	1.695171e+00	9.463836e-01	5.890043e-01	
YCL025C	6.003418e+00	3.502883e+00	3.673953e+00	3.174269e+00	2.989367e+00	4.147936e+00	5.959084e+00	1.517139e+01	1.998660e+01	5.910136e+00	5.464499e+00	7.727778e+00	
YCL026C-A	4.318303e-01	2.641561e-01	2.879686e-01	3.013472e-01	2.944998e-01	3.140015e-01	3.802247e-01	8.670687e-01	9.757139e-01	5.606525e-01	4.697058e-01	4.406177e-01	
YCL027W	2.780758e-01	4.525732e-01	4.302393e-01	3.364077e-01	2.922098e-01	3.820046e-01	3.228443e-01	1.731663e-01	1.930842e-01	2.143104e-01	2.331319e-01	2.224643e-01	
YCL030C	1.301568e+01	7.543016e+00	1.206355e+01	9.294402e+00	1.192151e+01	1.526827e+01	1.716317e+01	1.266384e+01	2.460478e+01	1.815588e+01	2.030284e+01	1.766419e+01	
YCL035C	1.355258e+01	1.979962e+01	1.983125e+01	1.893523e+01	1.912109e+01	1.700612e+01	1.572037e+01	1.054696e+01	1.173482e+01	1.317569e+01	1.079661e+01	1.092416e+01	
YCL036W	2.509171e-01	1.832688e-01	2.123078e-01	2.547578e-01	3.106706e-01	3.392631e-01	5.076910e-01	4.502946e+00	1.230154e+00	2.402369e-01	2.749755e-01	3.710800e-01	
YCL039W	1.609676e+00	3.310052e+00	3.083919e+00	2.735698e+00	2.782784e+00	3.098711e+00	2.404319e+00	1.107205e+00	1.128077e+00	9.753141e-01	9.742089e-01	1.215860e+00	
YCL040W	3.125012e+01	4.542785e+01	4.602391e+01	3.683117e+01	3.586599e+01	3.086335e+01	2.921883e+01	1.496303e+01	1.963450e+01	1.909152e+01	1.354716e+01	1.373266e+01	
YCL042W	9.640478e+00	1.818279e+01	1.675832e+01	1.261841e+01	1.169849e+01	8.962083e+00	8.585864e+00	3.474609e+00	5.815210e+00	5.402263e+00	3.838901e+00	3.761780e+00	
YCL050C	1.639528e+00	1.557025e+00	1.811614e+00	2.413106e+00	2.521237e+00	2.802068e+00	2.700574e+00	3.172430e+00	3.094478e+00	2.474638e+00	2.366045e+00	2.224363e+00	
YCL052C	3.629573e+00	4.767099e+00	4.487494e+00	3.718017e+00	4.067292e+00	3.536871e+00	3.727935e+00	2.634111e+00	3.436377e+00	3.390045e+00	2.895501e+00	3.025850e+00	
YCL055W	1.339612e+00	1.954311e+00	2.193113e+00	2.061554e+00	2.308363e+00	2.106767e+00	1.800785e+00	1.468525e+00	1.866071e+00	1.703964e+00	1.377906e+00	1.460432e+00	
YCL061C	4.116620e-01	3.631136e-01	4.595892e-01	3.793083e-01	2.846309e-01	3.253883e-01	3.271522e-01	2.741848e-01	4.912490e-01	1.109243e+00	8.144598e-01	7.629570e-01	
YCL063W	1.242847e+00	1.177667e+00	1.192718e+00	7.810250e-01	4.592808e-01	4.807442e-01	4.717034e-01	7.246737e-01	7.367177e-01	8.265392e-01	1.105714e+00	1.231326e+00	
YCL064C	1.256221e-01	1.409690e-01	9.127416e-02	9.356671e-02	5.263313e-02	1.167608e-01	1.234155e-01	7.987458e-02	1.295002e-01	1.641055e-01	1.218549e-01	1.161693e-01	
YCR002C	5.785210e+00	4.878208e+00	4.644306e+00	3.582671e+00	3.153868e+00	3.064159e+00	2.749285e+00	3.302349e+00	7.038090e+00	6.335700e+00	6.450210e+00	7.182897e+00	
YCR003W	5.593849e+00	2.805492e+00	1.492437e+00	1.204752e+00	1.282684e+00	1.238863e+00	1.074552e+00	1.080463e+00	2.856009e+00	4.782204e+00	5.033829e+00	6.285332e+00	
YCR004C	1.868569e+01	3.243648e+01	2.925407e+01	2.748231e+01	2.380744e+01	2.249201e+01	2.327249e+01	1.900692e+01	1.383731e+01	1.276471e+01	1.383954e+01	1.650391e+01	
YCR005C	2.969656e+01	2.493201e+01	1.718393e+01	1.396494e+01	1.355170e+01	1.263023e+01	9.957759e+00	1.037720e+01	2.077490e+01	2.263814e+01	2.459578e+01	2.461217e+01	
YCR008W	3.013254e+00	1.725465e+00	1.729830e+00	1.830352e+00	1.967138e+00	2.014390e+00	2.279236e+00	4.021796e+00	5.638708e+00	3.287989e+00	3.026767e+00	3.762118e+00	
YCR010C	2.126307e+01	3.582114e+01	3.296155e+01	3.076984e+01	2.515384e+01	2.466268e+01	1.865289e+01	1.066638e+01	3.099614e+00	1.183619e+00	9.690806e-01	1.286157e+00	
YCR012W	5.130246e+01	5.332325e+01	6.462028e+01	6.363385e+01	5.987859e+01	5.712661e+01	5.596434e+01	4.983196e+01	2.771230e+01	4.051154e+01	5.025387e+01	4.409317e+01	
YCR014C	4.565908e-01	5.982115e-01	7.994063e-01	8.345672e-01	6.812595e-01	8.158993e-01	5.702276e-01	5.003957e-01	4.089993e-01	4.238845e-01	3.325315e-01	4.445259e-01	
YCR020C-A	3.275797e+00	2.280118e+00	2.835801e+00	3.639965e+00	4.260876e+00	4.871839e+00	4.164678e+00	5.353815e+00	3.704947e+00	3.388300e+00	3.399848e+00	3.937381e+00	
YCR021C	1.273353e+00	1.717934e+00	2.414212e+00	5.712379e+00	1.156208e+01	1.298011e+01	1.413865e+01	8.319841e+00	3.648970e+00	2.773003e+00	1.874656e+00	1.671137e+00	
YCR023C	3.911598e+00	3.483831e+00	3.562126e+00	2.824306e+00	3.072417e+00	2.584280e+00	3.356098e+00	1.476726e+00	1.703908e+00	2.440055e+00	2.917717e+00	2.608740e+00	
YCR024C	1.878434e+00	1.149226e+00	8.641999e-01	7.608930e-01	6.260840e-01	5.966861e-01	7.448598e-01	6.190096e-01	1.177979e+00	1.548366e+00	1.906953e+00	1.803285e+00	
YCR024C-A	1.807513e+01	2.125787e+01	2.315717e+01	2.271866e+01	2.269444e+01	2.100855e+01	2.102781e+01	2.181287e+01	1.995807e+01	1.588689e+01	1.704259e+01	1.649608e+01	
YCR028C-A	1.623938e+01	1.446698e+01	1.145708e+01	1.126146e+01	1.165370e+01	1.129194e+01	1.045088e+01	1.161684e+01	1.073364e+01	1.138165e+01	1.405469e+01	1.488932e+01	
YCR030C	3.519236e+00	5.329553e+00	4.782324e+00	4.193542e+00	3.714252e+00	3.449619e+00	3.660418e+00	2.139963e+00	2.026067e+00	2.459694e+00	2.318420e+00	2.439172e+00	
YCR034W	3.152260e+00	1.846033e+00	1.793027e+00	1.729060e+00	1.468791e+00	1.625880e+00	2.033109e+00	5.180348e+00	6.109327e+00	4.816549e+00	5.151048e+00	5.521342e+00	
YCR038C	9.894354e-01	1.033900e+00	1.080245e+00	9.971893e-01	9.646179e-01	1.009278e+00	1.043794e+00	6.006190e-01	7.936791e-01	6.650197e-01	5.865065e-01	6.753470e-01	
YCR044C	1.769241e+00	1.470114e+00	1.797403e+00	1.551490e+00	1.359921e+00	1.493970e+00	1.349373e+00	1.760545e+00	1.881299e+00	2.649160e+00	2.064528e+00	1.953162e+00	
YCR046C	9.252207e+00	5.859806e+00	3.407136e+00	2.533223e+00	2.209835e+00	2.232900e+00	1.986488e+00	2.523313e+00	4.357634e+00	8.054806e+00	8.648366e+00	8.057058e+00	
YCR048W	1.172997e+00	1.512503e+00	2.159922e+00	1.931082e+00	1.834358e+00	1.915045e+00	2.046870e+00	2.467108e+00	1.589524e+00	1.146697e+00	1.237096e+00	1.273198e+00	
YCR054C	2.764590e-01	4.295947e-01	4.635881e-01	4.899227e-01	4.815301e-01	5.938587e-01	4.587620e-01	6.482381e-01	3.911134e-01	3.675117e-01	3.713139e-01	5.390637e-01	
YCR059C	2.541398e+00	1.169571e+00	1.335135e+00	1.367737e+00	1.719824e+00	1.775994e+00	2.474150e+00	3.900116e+00	3.135262e+00	2.505106e+00	2.632043e+00	2.374963e+00	
YCR061W	2.704901e+00	5.474182e+00	5.040116e+00	4.781801e+00	4.920252e+00	4.636251e+00	4.702721e+00	2.805811e+00	1.322011e+00	1.104820e+00	1.525780e+00	1.589598e+00	
YCR065W	1.212530e+00	1.395785e+00	1.377588e+00	9.463126e-01	8.188854e-01	7.971181e-01	7.858087e-01	1.003273e+00	1.998694e+00	2.278974e+00	2.108616e+00	1.820324e+00	
YCR067C	2.985460e+00	2.314576e+00	1.696932e+00	1.451770e+00	1.328657e+00	1.344966e+00	1.393485e+00	1.634902e+00	1.657551e+00	2.471599e+00	2.459542e+00	2.737304e+00	
YCR071C	3.587463e+00	2.731468e+00	1.318426e+00	1.056353e+00	1.010907e+00	8.858017e-01	9.601703e-01	9.307997e-01	1.725706e+00	3.257820e+00	3.410737e+00	4.017868e+00	
YCR073C	5.717831e-01	4.418356e-01	6.903387e-01	6.047695e-01	6.732996e-01	6.106846e-01	6.206531e-01	3.497182e-01	2.607512e-01	3.453182e-01	5.812070e-01	7.516267e-01	
YCR076C	2.722567e+00	3.819601e+00	3.749909e+00	3.697594e+00	3.944874e+00	3.849012e+00	3.920337e+00	2.811840e+00	2.240510e+00	2.488471e+00	1.892432e+00	2.146204e+00	
YCR079W	2.352065e+00	3.644183e+00	3.749452e+00	3.109710e+00	2.297179e+00	2.378069e+00	2.022976e+00	1.403879e+00	1.277425e+00	1.756856e+00	1.290352e+00	1.515477e+00	
YCR086W	3.525042e+00	3.150484e+00	3.401560e+00	3.240227e+00	2.909672e+00	3.176120e+00	3.395672e+00	3.425160e+00	3.391438e+00	4.043762e+00	4.586259e+00	4.204359e+00	
YCR088W	5.860094e+00	6.828717e+00	5.845610e+00	5.548926e+00	4.261760e+00	3.652660e+00	3.013637e+00	2.363394e+00	2.423898e+00	3.803319e+00	4.121793e+00	3.803263e+00	
YCR092C	3.551434e-01	2.246711e-01	2.493553e-01	2.341274e-01	2.686269e-01	2.654002e-01	2.442040e-01	3.138369e-01	4.577729e-01	4.703409e-01	4.574549e-01	3.670765e-01	
YCR093W	2.970137e+00	3.554831e+00	3.976310e+00	3.439835e+00	3.087731e+00	2.996937e+00	2.727825e+00	2.435623e+00	2.604824e+00	2.521594e+00	2.465491e+00	2.556480e+00	
YCR098C	5.620638e-01	3.602359e-01	3.410016e-01	2.858671e-01	3.775653e-01	3.006495e-01	3.051122e-01	2.137173e-01	3.592704e-01	3.954067e-01	5.038325e-01	5.337431e-01	
YCR099C	2.682398e-01	2.352417e-01	1.935547e-01	2.153615e-01	2.571169e-01	2.193303e-01	2.217091e-01	1.602289e-01	6.542150e-02	1.142642e-01	1.168827e-01	1.118912e-01	
YCR106W	4.760404e-02	4.612630e-02	6.223843e-02	4.631824e-02	4.048675e-02	3.703333e-02	8.914237e-02	2.795509e-02	2.774073e-02	3.903861e-02	4.167961e-02	3.075900e-02	
YDL003W	5.172714e-01	3.149558e-01	1.818501e-01	1.669766e-01	1.088793e-01	7.002060e-02	4.686784e-02	1.425671e-01	5.495333e-01	2.008129e+00	1.614909e+00	1.325999e+00	
YDL004W	3.050493e+01	2.471069e+01	2.386664e+01	2.157097e+01	1.956276e+01	1.553738e+01	1.712738e+01	1.513446e+01	1.961408e+01	2.436542e+01	2.802673e+01	2.680086e+01	
YDL005C	1.313597e+00	1.565813e+00	1.638260e+00	1.435237e+00	1.609656e+00	1.345895e+00	1.264925e+00	1.068072e+00	1.495327e+00	1.179687e+00	1.086176e+00	1.248322e+00	
YDL007W	3.806272e+00	5.656370e+00	5.198108e+00	5.162196e+00	5.040213e+00	4.738328e+00	4.228352e+00	3.502123e+00	3.473584e+00	4.431632e+00	4.317405e+00	3.964105e+00	
YDL012C	5.988913e+00	5.377038e+00	5.600169e+00	4.976443e+00	4.843925e+00	4.465931e+00	4.997231e+00	4.665621e+00	7.213680e+00	5.612316e+00	6.179473e+00	5.631756e+00	
YDL014W	3.998118e+00	2.345556e+00	4.038767e+00	3.402038e+00	3.605899e+00	4.121915e+00	5.997901e+00	1.622165e+01	1.544411e+01	6.545144e+00	7.331106e+00	7.803353e+00	
