probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YNL086W	3.156407e+00	3.045467e+00	3.329722e+00	3.526369e+00	4.157224e+00	3.682486e+00	4.033405e+00	4.045548e+00	2.827272e+00	2.635527e+00	2.294818e+00	2.403923e+00	
YNL088W	3.506644e+00	3.376697e+00	2.632777e+00	2.626713e+00	2.347331e+00	2.173808e+00	2.556177e+00	3.445158e+00	2.409924e+00	4.185264e+00	3.949415e+00	3.655111e+00	
YNL091W	2.733934e+00	3.700633e+00	3.712786e+00	3.258120e+00	2.788896e+00	2.708418e+00	2.687852e+00	2.386316e+00	2.011604e+00	1.664197e+00	1.840959e+00	1.670749e+00	
YNL092W	8.008793e-01	8.646572e-01	8.709716e-01	1.156944e+00	1.159036e+00	1.246421e+00	1.648967e+00	8.845257e-01	4.429758e-01	5.841772e-01	4.130397e-01	4.087280e-01	
YNL093W	2.290992e-01	3.344596e-01	3.016172e-01	3.402542e-01	2.666331e-01	3.286596e-01	3.146987e-01	2.072144e-01	1.823101e-01	2.000733e-01	1.559761e-01	1.468013e-01	
YNL096C	7.201255e+00	4.422931e+00	7.274345e+00	6.718364e+00	6.519566e+00	7.307890e+00	9.061865e+00	1.956227e+01	2.671208e+01	1.395834e+01	1.279772e+01	1.105521e+01	
YNL098C	1.430070e+01	1.975328e+01	1.430013e+01	1.001218e+01	8.919600e+00	7.800088e+00	8.150334e+00	5.745834e+00	5.974186e+00	5.464533e+00	5.773208e+00	5.807319e+00	
YNL101W	5.968837e+00	2.879762e+00	4.442843e+00	4.176116e+00	3.727681e+00	4.109823e+00	4.002689e+00	4.964867e+00	7.857731e+00	5.140692e+00	5.977430e+00	5.642412e+00	
YNL102W	2.719838e+00	1.379714e+00	1.349818e+00	9.309561e-01	9.034254e-01	9.699887e-01	9.104062e-01	1.158591e+00	3.226549e+00	5.858615e+00	4.945793e+00	3.806442e+00	
YNL103W	1.477433e+00	1.867248e+00	3.249434e+00	2.695816e+00	3.044040e+00	3.391428e+00	2.828331e+00	2.978845e+00	2.600703e+00	2.216714e+00	2.368885e+00	2.302370e+00	
YNL110C	1.276499e+00	1.089339e+00	2.297548e+00	2.491238e+00	3.162743e+00	3.113676e+00	3.790092e+00	1.261307e+01	8.520653e+00	2.385771e+00	2.926919e+00	3.870689e+00	
YNL112W	1.022388e+00	5.066496e-01	7.751056e-01	8.980529e-01	1.049501e+00	1.382759e+00	2.920945e+00	1.901363e+01	1.404443e+01	1.174928e+00	1.692535e+00	2.277071e+00	
YNL116W	2.070828e+00	2.904165e+00	2.832304e+00	2.476245e+00	2.586547e+00	2.161084e+00	2.638227e+00	1.766118e+00	1.354077e+00	1.381406e+00	1.580542e+00	1.533086e+00	
YNL118C	1.673179e+00	2.256032e+00	1.639180e+00	2.041902e+00	2.109472e+00	1.952378e+00	2.151294e+00	1.666392e+00	1.087896e+00	1.565619e+00	1.540401e+00	1.638366e+00	
YNL121C	7.027749e+00	6.360403e+00	5.323427e+00	4.818069e+00	4.011436e+00	3.453151e+00	4.238093e+00	4.070250e+00	4.864746e+00	6.878668e+00	7.873632e+00	6.743886e+00	
YNL124W	1.545712e+00	1.377336e+00	1.593529e+00	1.305520e+00	1.318828e+00	1.247657e+00	2.019459e+00	7.249721e+00	2.799921e+00	1.082299e+00	1.368147e+00	1.264649e+00	
YNL125C	7.507758e+00	1.127746e+01	1.090852e+01	9.213688e+00	7.923196e+00	7.332045e+00	8.047026e+00	5.898741e+00	4.401357e+00	2.998989e+00	2.906264e+00	3.929239e+00	
YNL126W	3.455485e-01	5.545723e-01	2.995438e-01	3.086330e-01	2.556394e-01	2.919564e-01	2.190581e-01	1.779362e-01	2.227491e-01	5.794839e-01	6.222751e-01	6.950913e-01	
YNL128W	4.569807e-01	3.599346e-01	3.712036e-01	4.107523e-01	4.393379e-01	4.660094e-01	5.462816e-01	7.376458e-01	5.936832e-01	4.614802e-01	4.962750e-01	4.572200e-01	
YNL130C	9.974926e+00	8.781948e+00	1.232638e+01	1.086579e+01	1.095662e+01	9.798606e+00	9.577024e+00	7.772415e+00	6.669676e+00	8.925453e+00	1.192329e+01	1.077881e+01	
YNL131W	8.881619e+00	9.170201e+00	6.859340e+00	5.007901e+00	4.389929e+00	4.367233e+00	3.803217e+00	3.405539e+00	3.981851e+00	6.063435e+00	7.784312e+00	6.821756e+00	
YNL134C	4.436890e+00	4.795323e+00	6.729775e+00	7.915986e+00	9.159498e+00	1.131801e+01	1.070182e+01	5.895680e+00	4.305857e+00	4.981837e+00	6.231421e+00	5.700825e+00	
YNL137C	7.026158e+00	3.986464e+00	2.311438e+00	2.237056e+00	2.017391e+00	1.837547e+00	1.491697e+00	1.963657e+00	4.573779e+00	6.966214e+00	7.380109e+00	6.630432e+00	
YNL141W	5.543833e-01	3.485707e-01	3.376755e-01	4.580186e-01	5.163115e-01	6.125243e-01	1.622321e+00	2.075122e+01	1.080501e+01	8.808577e-01	1.099802e+00	1.694211e+00	
YNL148C	6.657354e-01	4.632900e-01	5.077767e-01	5.808652e-01	7.805225e-01	6.722649e-01	9.063776e-01	8.891095e-01	4.056967e-01	4.617677e-01	4.842385e-01	4.373904e-01	
YNL154C	2.564890e+00	2.887716e+00	2.870236e+00	2.185999e+00	1.662523e+00	1.591439e+00	2.232346e+00	2.860930e+00	3.644444e+00	2.952086e+00	2.662598e+00	2.335395e+00	
YNL158W	8.991174e-01	8.458695e-01	1.132045e+00	1.046349e+00	1.039754e+00	1.013524e+00	1.152088e+00	1.297252e+00	9.620737e-01	8.657693e-01	9.145584e-01	7.578502e-01	
YNL159C	1.431172e+00	1.712407e+00	2.026310e+00	2.258953e+00	1.801327e+00	1.944052e+00	1.982532e+00	1.209056e+00	1.310201e+00	1.491204e+00	1.275410e+00	1.153563e+00	
YNL160W	5.673446e+00	2.566698e+01	1.916311e+01	2.448233e+01	2.671384e+01	2.900399e+01	3.329689e+01	2.488032e+01	6.838027e+00	1.079049e+01	7.307695e+00	4.107365e+00	
YNL163C	5.900575e-01	6.012241e-01	7.633587e-01	8.880235e-01	9.483328e-01	1.035300e+00	1.044111e+00	2.938064e+00	1.441498e+00	6.362896e-01	9.623384e-01	8.648605e-01	
YNL164C	1.352008e+00	1.858106e+00	2.295105e+00	2.344696e+00	2.911769e+00	2.739019e+00	2.939591e+00	2.933778e+00	2.311379e+00	1.618594e+00	2.035913e+00	2.007408e+00	
YNL166C	6.074235e-01	5.136353e-01	5.364718e-01	4.776896e-01	4.153216e-01	5.288134e-01	4.102696e-01	9.289780e-01	1.034514e+00	1.165744e+00	1.514909e+00	1.200559e+00	
YNL169C	5.773144e+00	3.757239e+00	5.013287e+00	3.332354e+00	2.450757e+00	2.190480e+00	1.865597e+00	2.261667e+00	4.264427e+00	4.436239e+00	7.633391e+00	7.205830e+00	
YNL173C	5.610982e+00	8.804041e+00	7.522300e+00	8.260836e+00	7.277832e+00	6.307510e+00	5.003260e+00	3.947303e+00	2.214703e+00	2.592056e+00	2.101997e+00	2.569927e+00	
YNL175C	9.729033e-01	3.297846e-01	7.376550e-01	8.807831e-01	9.341902e-01	1.143254e+00	1.741043e+00	8.373079e+00	8.262108e+00	1.680541e+00	1.828982e+00	2.262741e+00	
YNL178W	4.662219e+01	1.901491e+01	4.187796e+01	3.846555e+01	4.576287e+01	3.805887e+01	4.863223e+01	5.506097e+01	6.909256e+01	5.147249e+01	5.238095e+01	4.560996e+01	
YNL180C	2.696702e+00	3.766598e+00	3.551397e+00	4.465194e+00	4.274584e+00	4.456410e+00	4.368497e+00	3.062810e+00	1.261397e+00	1.780499e+00	2.258942e+00	1.798739e+00	
YNL181W	1.921885e+00	1.741147e+00	1.560603e+00	1.576213e+00	1.707243e+00	1.529187e+00	1.392171e+00	2.206784e+00	1.629407e+00	2.430480e+00	2.128685e+00	2.141393e+00	
YNL185C	3.807644e+00	2.648953e+00	1.314548e+00	9.849997e-01	7.007699e-01	8.973341e-01	9.220215e-01	1.226501e+00	2.847464e+00	4.170084e+00	4.438203e+00	4.182908e+00	
YNL186W	5.434973e+00	4.887603e+00	6.209382e+00	5.599418e+00	6.425729e+00	5.679225e+00	7.411771e+00	1.296975e+01	9.916995e+00	5.004519e+00	5.705921e+00	5.576101e+00	
YNL188W	4.122868e-01	7.010321e-01	6.101759e-01	4.985521e-01	2.859505e-01	3.237540e-01	4.389895e-01	7.688737e-01	5.290209e-01	6.900668e-01	6.172444e-01	4.993547e-01	
YNL189W	3.916697e+00	6.042951e+00	5.798925e+00	5.304459e+00	3.960919e+00	4.209118e+00	4.673845e+00	5.427102e+00	5.067912e+00	3.709780e+00	4.137988e+00	3.653509e+00	
YNL190W	1.072934e+01	1.139588e+01	1.467159e+01	1.594754e+01	1.499359e+01	1.477748e+01	1.859793e+01	1.999410e+01	1.736279e+01	1.100095e+01	1.322210e+01	1.081071e+01	
YNL191W	6.637847e-01	8.604603e-01	1.343108e+00	1.276280e+00	1.095326e+00	9.733408e-01	1.236036e+00	5.513230e+00	1.195926e+00	5.119060e-01	6.330475e-01	4.999987e-01	
YNL192W	1.775071e+00	4.203844e+00	5.004890e+00	3.559736e+00	2.773117e+00	2.293675e+00	1.938267e+00	1.579582e+00	2.050221e+00	2.289097e+00	2.069583e+00	1.524596e+00	
YNL194C	3.086954e+00	9.395995e+00	1.056902e+01	1.264159e+01	1.203966e+01	1.159915e+01	1.176193e+01	5.192191e+00	1.774643e+00	1.547528e+00	9.537947e-01	9.533078e-01	
YNL196C	6.690580e-02	2.787570e-01	2.596182e-01	2.901913e-01	2.366154e-01	2.454900e-01	2.225878e-01	1.138569e-01	1.527311e-02	4.523548e-03	4.701979e-03	3.715047e-03	
YNL201C	6.592754e-01	5.267413e-01	8.299997e-01	7.627418e-01	7.846308e-01	9.585235e-01	9.830242e-01	2.714950e+00	1.286797e+00	9.834034e-01	1.076534e+00	9.267055e-01	
YNL202W	1.493485e+01	3.682219e+01	3.434048e+01	2.488690e+01	2.152243e+01	1.927817e+01	1.829734e+01	1.121099e+01	3.545500e+00	3.654114e+00	3.620679e+00	3.594631e+00	
YNL208W	4.066659e+01	5.799680e+01	5.603725e+01	5.566777e+01	5.740311e+01	4.561608e+01	4.587310e+01	4.315101e+01	2.684730e+01	2.765839e+01	2.759848e+01	2.685611e+01	
YNL212W	3.903514e+00	4.709182e+00	5.300307e+00	4.676147e+00	5.318980e+00	4.125907e+00	4.279063e+00	2.986401e+00	3.164370e+00	3.041758e+00	3.439706e+00	3.749312e+00	
YNL213C	1.463177e+00	8.927532e-01	8.597762e-01	8.105453e-01	7.846246e-01	7.456349e-01	6.982290e-01	1.012217e+00	9.378583e-01	1.316457e+00	1.352701e+00	1.433855e+00	
YNL214W	1.077156e+00	1.190728e+00	9.148802e-01	8.130753e-01	9.720967e-01	7.544195e-01	6.639049e-01	4.173149e-01	3.292986e-01	6.138123e-01	7.061981e-01	5.390198e-01	
YNL215W	8.774811e-01	1.354546e+00	1.204594e+00	1.262538e+00	1.143221e+00	8.725350e-01	1.043435e+00	8.463098e-01	8.845213e-01	9.298708e-01	7.903606e-01	7.261786e-01	
YNL216W	2.382125e+00	3.360399e+00	3.151974e+00	2.916618e+00	2.325580e+00	1.885534e+00	1.811233e+00	2.125294e+00	3.036131e+00	2.331160e+00	2.757181e+00	2.860833e+00	
YNL217W	1.109532e+00	9.469774e-01	7.576428e-01	7.143411e-01	6.687000e-01	6.560076e-01	6.861602e-01	1.271649e+00	1.436604e+00	1.186611e+00	1.258130e+00	1.189206e+00	
YNL220W	9.243285e+00	5.139445e+00	3.818106e+00	4.050965e+00	3.260151e+00	3.405375e+00	4.328725e+00	1.342761e+01	1.491648e+01	9.110636e+00	9.260325e+00	1.061182e+01	
YNL221C	1.377340e+00	1.193937e+00	1.492725e+00	1.357439e+00	1.335399e+00	1.562327e+00	2.149391e+00	5.169202e+00	2.908910e+00	1.890963e+00	2.335601e+00	2.395326e+00	
YNL222W	1.801122e+00	2.698689e+00	2.210198e+00	2.138192e+00	1.861700e+00	1.505396e+00	1.449774e+00	8.738635e-01	1.918614e+00	1.558722e+00	1.671492e+00	1.597756e+00	
YNL223W	6.400613e-01	9.327003e-01	1.176737e+00	1.071858e+00	9.272027e-01	6.934433e-01	8.934999e-01	4.186319e-01	4.209246e-01	5.030313e-01	4.646231e-01	3.816638e-01	
YNL224C	3.678650e-01	3.121172e-01	4.429009e-01	4.473766e-01	4.204506e-01	4.130749e-01	4.478864e-01	4.663414e-01	3.926601e-01	4.634359e-01	3.907182e-01	3.118165e-01	
YNL225C	1.321753e+00	1.284565e+00	1.307387e+00	1.140389e+00	9.631838e-01	9.033725e-01	1.181277e+00	1.240789e+00	1.235252e+00	1.657288e+00	1.437303e+00	1.306834e+00	
YNL230C	6.655147e-01	8.860942e-01	1.039968e+00	9.827401e-01	9.611701e-01	9.197831e-01	1.029135e+00	8.266631e-01	7.649223e-01	6.900253e-01	6.663434e-01	6.415058e-01	
YNL232W	3.313766e+00	2.961336e+00	3.280872e+00	2.703858e+00	2.480078e+00	2.717907e+00	3.065795e+00	7.101089e+00	5.290987e+00	2.986779e+00	3.668830e+00	3.358207e+00	
YNL233W	2.257557e+00	1.989362e+00	2.087223e+00	1.565653e+00	1.645976e+00	1.653666e+00	1.772342e+00	2.339705e+00	3.989452e+00	3.807474e+00	3.207332e+00	2.569942e+00	
YNL234W	4.643009e-02	9.356009e-02	9.618966e-02	5.628124e-02	9.108624e-02	7.464356e-02	8.148970e-02	2.671658e-01	1.283335e-01	5.473228e-02	5.917159e-02	6.110323e-02	
YNL237W	3.138434e+00	4.903547e+00	3.966962e+00	4.708247e+00	4.217744e+00	3.911037e+00	2.790463e+00	1.831779e+00	1.243516e+00	1.293581e+00	1.250575e+00	1.417296e+00	
YNL239W	6.345113e+00	1.179109e+01	7.660740e+00	7.585825e+00	6.591388e+00	5.535315e+00	5.745155e+00	4.656053e+00	2.049703e+00	2.840692e+00	3.716012e+00	4.192432e+00	
YNL244C	8.394822e+00	8.954547e+00	1.054400e+01	9.654719e+00	1.178749e+01	1.032160e+01	1.051545e+01	1.818239e+01	1.542906e+01	9.223885e+00	1.137081e+01	1.143892e+01	
YNL246W	2.222084e+00	1.820022e+00	2.176631e+00	2.300706e+00	2.678778e+00	2.062611e+00	2.282998e+00	2.028674e+00	9.992123e-01	1.698288e+00	2.054299e+00	2.188657e+00	
YNL250W	9.426636e-01	9.024626e-01	9.484680e-01	1.186128e+00	1.382379e+00	1.157694e+00	1.336625e+00	1.453863e+00	9.594519e-01	9.834165e-01	9.254900e-01	9.779526e-01	
YNL251C	3.180522e+00	1.070683e+01	4.215662e+00	2.959962e+00	2.848369e+00	3.087148e+00	3.269773e+00	1.147341e+00	5.042182e+00	1.567336e+00	2.378089e+00	2.567566e+00	
YNL252C	7.224149e+00	3.630009e+00	2.254395e+00	1.943378e+00	1.972023e+00	1.689182e+00	2.022315e+00	3.480988e+00	3.814418e+00	5.941053e+00	6.498058e+00	6.037417e+00	
YNL255C	9.137336e+00	5.672202e+00	7.392452e+00	8.163756e+00	7.430826e+00	7.883384e+00	9.701955e+00	1.372219e+01	1.662713e+01	9.607626e+00	9.366185e+00	9.610820e+00	
YNL257C	7.533665e-01	7.772120e-01	1.051336e+00	1.123106e+00	9.461848e-01	6.243783e-01	7.481633e-01	3.876968e-01	3.242118e-01	6.541415e-01	9.153158e-01	6.526043e-01	
YNL262W	3.869433e+00	2.894992e+00	2.304186e+00	1.963397e+00	1.833680e+00	1.859281e+00	1.992645e+00	1.714866e+00	3.744098e+00	5.272354e+00	5.113192e+00	3.748544e+00	
YNL263C	3.834479e+00	3.885435e+00	4.235394e+00	3.860825e+00	3.472687e+00	3.361684e+00	3.458337e+00	3.371419e+00	5.168971e+00	5.161945e+00	4.604148e+00	4.016080e+00	
YNL265C	4.349181e-01	6.490059e-01	6.798286e-01	5.677144e-01	4.763610e-01	4.602556e-01	4.827316e-01	3.798078e-01	3.761234e-01	3.907459e-01	4.263418e-01	3.548805e-01	
YNL273W	1.287628e+00	8.188918e-01	6.614242e-01	7.545875e-01	8.500620e-01	9.492060e-01	1.046001e+00	1.065792e+00	1.846531e+00	2.478271e+00	1.696247e+00	1.253732e+00	
YNL275W	1.160350e+00	1.674110e+00	1.519852e+00	1.642138e+00	1.372410e+00	1.334138e+00	1.223364e+00	9.499672e-01	9.376872e-01	7.996224e-01	6.483298e-01	8.152264e-01	
YNL277W	4.056690e+00	2.588704e+00	5.464585e+00	5.322613e+00	5.717707e+00	4.889012e+00	5.991706e+00	1.168751e+01	1.717926e+01	1.054676e+01	1.244636e+01	1.078755e+01	
YNL278W	2.410439e+00	1.775608e+00	1.579264e+00	1.317444e+00	1.211632e+00	8.861315e-01	1.136598e+00	8.717301e-01	2.055716e+00	2.117912e+00	2.021948e+00	1.970277e+00	
YNL281W	2.745017e+00	4.098569e+00	4.465850e+00	5.941592e+00	7.460129e+00	6.949957e+00	6.155209e+00	6.931347e+00	4.790531e+00	5.491627e+00	5.156410e+00	4.796312e+00	
YNL282W	2.606649e-01	3.406564e-01	3.028862e-01	2.927707e-01	3.518171e-01	3.053062e-01	5.270139e-01	2.006613e+00	8.073409e-01	5.015884e-01	5.342027e-01	4.211978e-01	
YNL284C	1.105252e+01	6.572795e+00	3.353245e+00	2.692481e+00	2.248352e+00	2.103704e+00	2.121927e+00	2.178517e+00	6.067072e+00	8.833362e+00	9.297416e+00	1.001180e+01	
YNL285W	2.642022e-01	3.348644e-01	3.002697e-01	2.679465e-01	2.661862e-01	2.012727e-01	2.648033e-01	1.301194e-01	1.661248e-01	1.120790e-01	1.547945e-01	1.401932e-01	
YNL288W	2.236652e+00	3.040047e+00	3.070730e+00	2.695808e+00	2.325551e+00	2.305393e+00	2.979114e+00	2.381415e+00	3.211359e+00	2.380380e+00	2.337489e+00	2.065316e+00	
YNL290W	1.952934e+00	1.517545e+00	1.593596e+00	1.204832e+00	1.199940e+00	9.386328e-01	1.357397e+00	2.199850e+00	2.473593e+00	2.677852e+00	2.187903e+00	2.094959e+00	
YNL291C	1.655155e+00	1.288355e+00	1.433274e+00	1.327099e+00	1.231123e+00	1.100425e+00	1.376350e+00	1.628756e+00	1.990120e+00	2.153701e+00	2.051530e+00	1.793176e+00	
YNL292W	1.642471e+00	9.550762e-01	1.181421e+00	1.087967e+00	1.036935e+00	1.154431e+00	1.466951e+00	3.537867e+00	3.430350e+00	2.104666e+00	1.813918e+00	1.799338e+00	
YNL298W	1.985859e+00	1.491693e+00	1.463019e+00	1.094796e+00	9.064084e-01	8.863675e-01	1.062278e+00	2.503587e+00	4.849535e+00	2.900996e+00	2.384188e+00	2.299744e+00	
YNL300W	1.013129e+01	3.089619e+00	1.724056e+00	8.647970e-01	9.132666e-01	8.718369e-01	1.240796e+00	1.983993e+00	7.953296e+00	2.282091e+01	1.951041e+01	1.432891e+01	
YNL306W	5.904401e+00	4.471885e+00	2.426822e+00	2.597234e+00	2.009577e+00	1.803063e+00	1.620559e+00	2.112279e+00	3.004827e+00	5.277850e+00	5.930344e+00	4.939139e+00	
YNL307C	8.596152e+00	1.046613e+01	1.106308e+01	1.050605e+01	8.841172e+00	7.950251e+00	7.520667e+00	5.971218e+00	5.951214e+00	6.594406e+00	7.680786e+00	7.919622e+00	
YNL309W	6.889441e-01	5.064547e-01	5.472466e-01	3.955261e-01	5.138899e-01	4.047397e-01	4.631530e-01	3.893881e-01	1.082418e+00	1.011823e+00	6.565711e-01	5.044613e-01	
YNL312W	4.546920e+00	3.932228e+00	4.452914e+00	3.375473e+00	4.257871e+00	3.415680e+00	4.321196e+00	3.091854e+00	4.850413e+00	7.948901e+00	6.720358e+00	5.439191e+00	
YNL315C	1.319066e+01	1.007442e+01	5.189051e+00	4.190086e+00	3.754219e+00	3.169938e+00	3.533704e+00	3.269686e+00	6.006550e+00	1.138803e+01	1.381481e+01	1.189819e+01	
YNL317W	1.440532e+00	1.718433e+00	1.859941e+00	1.795554e+00	1.643220e+00	1.446443e+00	1.922784e+00	1.878746e+00	1.712574e+00	1.302105e+00	1.167057e+00	1.044659e+00	
YNL321W	5.302208e+00	7.389480e+00	6.133375e+00	5.204087e+00	4.283603e+00	4.117678e+00	4.459342e+00	2.538423e+00	3.434545e+00	3.638161e+00	3.813142e+00	3.638526e+00	
YNL323W	5.453929e+00	3.117844e+00	3.648492e+00	3.641195e+00	3.482045e+00	3.200951e+00	4.158179e+00	4.931287e+00	5.972441e+00	5.783973e+00	5.707097e+00	5.317159e+00	
YNL326C	1.288667e+00	1.472859e+00	1.535257e+00	1.421119e+00	1.501004e+00	1.509117e+00	1.555637e+00	2.287377e+00	2.548483e+00	1.896234e+00	1.615349e+00	1.492761e+00	
YNL329C	4.169466e+00	4.546676e+00	3.953887e+00	3.035100e+00	2.688638e+00	2.454472e+00	2.562631e+00	1.767658e+00	1.667817e+00	1.974271e+00	2.666595e+00	2.509704e+00	
YNL330C	3.608400e+00	3.935520e+00	3.527349e+00	2.856263e+00	2.461681e+00	2.617370e+00	2.723121e+00	2.648739e+00	3.031414e+00	3.203082e+00	3.844161e+00	3.336491e+00	
YNL331C	4.570351e+00	3.966322e+00	3.253049e+00	3.328110e+00	4.000775e+00	3.847173e+00	3.893309e+00	2.681070e+00	6.651431e+00	6.542379e+00	6.127348e+00	4.999399e+00	
YNL333W	2.833691e+01	7.655769e+00	2.621696e+00	2.610851e+00	2.556730e+00	2.687238e+00	3.484523e+00	5.013104e+00	2.175557e+01	2.800966e+01	3.151081e+01	2.764967e+01	
YNL334C	6.433841e+00	1.679050e+00	2.015396e+00	1.788582e+00	2.015622e+00	2.230441e+00	2.799470e+00	4.707688e+00	1.104279e+01	1.007767e+01	1.063280e+01	8.568724e+00	
YNL336W	1.379711e+01	1.885366e+01	1.414812e+01	1.524834e+01	1.872775e+01	1.544862e+01	1.368100e+01	6.399571e+00	7.884498e+00	1.104977e+01	1.069614e+01	8.340426e+00	
YNL339C	2.205546e-01	1.046176e-01	8.140103e-02	1.122220e-01	1.424705e-01	1.052399e-01	1.215192e-01	1.142500e-01	5.191313e-01	5.804759e-01	2.932975e-01	2.097498e-01	
YNR001C	3.377708e+01	3.341075e+01	3.686405e+01	2.787013e+01	2.659150e+01	2.353426e+01	2.056239e+01	1.517332e+01	2.422417e+01	2.998519e+01	3.465802e+01	3.001111e+01	
YNR002C	4.275800e+01	4.714404e+01	4.955471e+01	3.868474e+01	3.690381e+01	3.359944e+01	3.305149e+01	2.163168e+01	1.932764e+01	1.725155e+01	2.546971e+01	2.682213e+01	
YNR007C	1.528556e+00	2.779061e+00	2.732666e+00	2.701935e+00	2.270918e+00	2.612981e+00	2.407390e+00	1.367032e+00	1.600257e+00	1.570443e+00	1.304337e+00	1.539440e+00	
YNR009W	8.781101e-01	8.344454e-01	6.547771e-01	3.332371e-01	3.338311e-01	3.471381e-01	3.409421e-01	3.257821e-01	3.071316e-01	1.058548e+00	1.721717e+00	1.361338e+00	
YNR012W	4.746742e-01	2.691988e-01	4.825082e-01	5.610160e-01	5.879393e-01	6.814100e-01	9.933482e-01	3.772205e+00	2.482955e+00	7.745175e-01	9.463609e-01	9.417553e-01	
YNR013C	1.849935e+00	1.433618e+00	1.628781e+00	1.700972e+00	1.919391e+00	1.832505e+00	2.332943e+00	4.617965e+00	3.029716e+00	2.103090e+00	2.185429e+00	1.802248e+00	
YNR015W	1.312575e+00	1.063210e+00	1.009949e+00	1.050078e+00	1.088504e+00	1.063215e+00	1.449607e+00	2.547046e+00	3.412942e+00	1.566943e+00	1.481289e+00	1.240643e+00	
YNR017W	1.132405e+01	8.029766e+00	6.315790e+00	5.818283e+00	5.546298e+00	4.613152e+00	5.540692e+00	9.715677e+00	1.119686e+01	1.240959e+01	1.244918e+01	1.165238e+01	
YNR018W	1.381949e+01	6.819762e+00	7.103560e+00	6.714490e+00	6.217303e+00	5.850634e+00	8.089186e+00	2.377509e+01	2.048538e+01	1.149290e+01	1.532368e+01	1.446017e+01	
YNR019W	1.873096e+00	3.593320e+00	3.253092e+00	2.898907e+00	3.292467e+00	2.509050e+00	3.354153e+00	1.916746e+00	9.331131e-01	1.010966e+00	1.614675e+00	1.347451e+00	
YNR022C	2.267274e+00	1.407450e+00	8.404625e-01	8.974617e-01	7.379462e-01	6.103293e-01	4.898344e-01	5.487856e-01	7.167207e-01	2.023495e+00	2.538634e+00	2.629616e+00	
YNR026C	7.728576e-01	9.950248e-01	1.253404e+00	1.304968e+00	1.208693e+00	1.249145e+00	1.340225e+00	3.607572e+00	1.845475e+00	1.387643e+00	1.117117e+00	1.156732e+00	
YNR033W	3.696157e+00	2.625226e+00	2.510022e+00	2.249992e+00	2.089558e+00	2.128153e+00	2.033774e+00	2.026922e+00	1.745975e+00	2.766152e+00	3.131800e+00	2.819400e+00	
YNR034W	7.237327e-01	1.101421e+00	1.154788e+00	1.386378e+00	1.328191e+00	1.187480e+00	9.901321e-01	5.411104e-01	6.907804e-01	6.530733e-01	5.505091e-01	5.180061e-01	
YNR035C	3.461388e+00	4.796281e+00	5.050051e+00	4.036939e+00	3.570598e+00	3.566537e+00	2.677903e+00	2.344902e+00	2.957766e+00	3.193432e+00	2.913391e+00	3.073850e+00	
YNR037C	7.192850e+00	4.497632e+00	2.665312e+00	2.127278e+00	1.914812e+00	1.879446e+00	1.617429e+00	1.723951e+00	3.240061e+00	5.450275e+00	6.968642e+00	6.411846e+00	
YNR040W	1.801652e+00	9.693172e-01	5.512491e-01	4.601111e-01	4.094236e-01	4.655377e-01	5.705565e-01	5.498519e-01	8.385127e-01	1.474610e+00	1.728430e+00	1.812667e+00	
YNR041C	2.535496e+00	3.386417e+00	2.550550e+00	1.626574e+00	1.012625e+00	1.120433e+00	1.171279e+00	1.289569e+00	2.220360e+00	1.730910e+00	1.714407e+00	2.513212e+00	
YNR046W	2.763434e+00	3.194178e+00	3.865966e+00	3.770515e+00	3.867603e+00	3.548863e+00	4.191019e+00	6.829707e+00	6.142045e+00	2.608575e+00	3.071817e+00	2.891031e+00	
YNR048W	1.300668e+00	1.030106e+00	1.019632e+00	1.149336e+00	8.754047e-01	8.757388e-01	1.217942e+00	1.416297e+00	1.447411e+00	1.577454e+00	1.523627e+00	1.117409e+00	
YNR050C	6.443748e+00	1.377348e+00	9.707788e-01	1.593503e+00	1.386553e+00	1.584784e+00	3.340967e+00	1.522089e+01	1.648679e+01	1.133988e+01	1.020580e+01	8.513975e+00	
YNR053C	5.034436e-01	4.673332e-01	1.199749e+00	1.361625e+00	1.590730e+00	1.648250e+00	2.658906e+00	1.323559e+01	6.865920e+00	1.838606e+00	2.130699e+00	2.272483e+00	
YNR056C	3.432399e+01	3.385943e+01	2.928861e+01	2.351053e+01	2.234809e+01	2.114948e+01	2.234896e+01	1.575854e+01	2.105794e+01	2.040893e+01	1.971212e+01	1.925615e+01	
YNR058W	1.962775e+01	1.656390e+01	1.936512e+01	1.761716e+01	1.696821e+01	1.620812e+01	1.836786e+01	2.172870e+01	2.569708e+01	2.402596e+01	2.301372e+01	1.993638e+01	
YNR060W	5.600860e-01	9.917215e-01	8.798427e-01	7.166533e-01	6.789049e-01	6.047478e-01	6.312536e-01	5.808849e-01	5.585423e-01	3.722230e-01	3.917740e-01	3.286305e-01	
YNR061C	6.460042e-01	8.696292e-01	8.876547e-01	1.368745e+00	1.272664e+00	1.501966e+00	9.796122e-01	5.811575e-01	9.935665e-01	1.028227e+00	7.100813e-01	5.385930e-01	
YNR064C	4.281451e-01	3.352355e-01	4.318835e-01	6.652026e-01	6.840657e-01	7.607625e-01	7.265106e-01	5.309984e-01	3.167035e-01	5.379731e-01	5.095198e-01	3.587740e-01	
